donor_id,donor_first_name,donor_last_name,donor_email,donation_amount,donation_date,donation_method,donation_purpose,donation_frequency,donation_notes
86,Amara,Brisker,abrisker2d@unc.edu,5969.5,3/11/2022,check,offering,monthly,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
87,Laurella,Duchant,lduchant2e@sogou.com,936.17,6/26/2022,online,tithe,quarterly,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
88,Jojo,Father,jfather2f@ebay.co.uk,850.83,12/1/2022,check,offering,monthly,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
89,Hattie,Lantoph,hlantoph2g@timesonline.co.uk,8888.96,2/14/2022,cash,offering,one-time,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
90,Odey,Ivasyushkin,oivasyushkin2h@geocities.com,8467.02,10/18/2022,cash,tithe,monthly,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
91,Eldredge,Winn,ewinn2i@deviantart.com,7710.54,11/21/2022,online,tithe,monthly,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
92,Lincoln,Baldassi,lbaldassi2j@yandex.ru,6306.1,10/2/2022,cash,tithe,monthly,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
93,Corry,O'Geaney,cogeaney2k@123-reg.co.uk,2618.63,7/4/2022,check,offering,one-time,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
94,Seana,Blackett,sblackett2l@mayoclinic.com,2349.26,4/23/2022,online,tithe,quarterly,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
95,Herby,Durrad,hdurrad2m@comsenz.com,5054.32,11/15/2022,cash,missions,quarterly,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
96,Caresse,Filyashin,cfilyashin2n@ask.com,7514.22,6/28/2022,cash,tithe,quarterly,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
97,Breena,Killeley,bkilleley2o@cam.ac.uk,1211.44,11/26/2022,online,offering,one-time,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
98,Wolfgang,Lecordier,wlecordier2p@smugmug.com,1056.53,7/30/2022,cash,tithe,one-time,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
99,Byran,Keets,bkeets2q@nymag.com,2448.99,5/28/2022,check,tithe,monthly,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
100,Aleksandr,Shanahan,ashanahan2r@soup.io,5288.64,9/24/2022,online,tithe,quarterly,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
101,Ileane,Jolley,ijolley2s@google.co.jp,960.44,8/12/2022,cash,tithe,quarterly,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
102,Cam,Heyward,cheyward2t@wikipedia.org,5450.18,8/10/2022,check,missions,quarterly,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
103,Reinold,Barrable,rbarrable2u@usda.gov,7034.08,6/5/2022,cash,tithe,one-time,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
104,Jacklyn,Brownsey,jbrownsey2v@discovery.com,5708.13,8/15/2022,online,tithe,monthly,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
105,Rodi,Haggeth,rhaggeth2w@kickstarter.com,953.04,7/14/2022,check,tithe,quarterly,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
106,Freddi,Yerrill,fyerrill2x@prnewswire.com,8725.76,9/13/2022,check,tithe,monthly,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
107,Viole,Fenge,vfenge2y@lycos.com,7722.03,3/10/2022,online,offering,monthly,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
108,Marna,Zotto,mzotto2z@walmart.com,7029.08,1/29/2022,online,tithe,monthly,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
109,Lauren,Fleg,lfleg30@biblegateway.com,9411.02,8/4/2022,cash,offering,monthly,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
110,Timmi,Neiland,tneiland31@facebook.com,4528.82,1/8/2022,cash,missions,monthly,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
111,Kristian,Stillert,kstillert32@posterous.com,4758.23,5/22/2022,check,offering,quarterly,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
112,Dione,Gertz,dgertz33@sphinn.com,3487.78,8/26/2022,cash,tithe,quarterly,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
113,Arri,Allnatt,aallnatt34@php.net,2887.38,10/10/2022,check,missions,monthly,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
114,Cristen,Trye,ctrye35@mediafire.com,1963.41,6/16/2022,check,offering,monthly,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
115,Bob,McGarry,bmcgarry36@meetup.com,6096.05,3/3/2022,online,tithe,monthly,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
116,Miguel,Boller,mboller37@theguardian.com,7023.76,3/3/2022,check,offering,one-time,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
117,Mariska,Caghan,mcaghan38@amazonaws.com,9806.21,12/9/2022,cash,offering,monthly,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
118,Jobie,Rickarsey,jrickarsey39@marriott.com,2179.57,3/31/2022,online,missions,quarterly,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
119,Chrysler,Sells,csells3a@gov.uk,9188.77,9/4/2022,check,tithe,quarterly,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
120,Mikol,Clyant,mclyant3b@opensource.org,2110.53,5/26/2022,check,offering,monthly,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
121,Anet,Aspinall,aaspinall3c@about.me,7385.68,3/23/2022,cash,missions,one-time,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
122,Darin,Dederick,ddederick3d@surveymonkey.com,6839.26,3/10/2022,online,offering,monthly,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
123,Tersina,Causier,tcausier3e@163.com,7943.67,7/6/2022,check,offering,monthly,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
124,Garfield,Ygou,gygou3f@ebay.co.uk,7228.53,12/4/2022,cash,missions,quarterly,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
125,Gerry,Sunley,gsunley3g@geocities.com,1896.99,11/26/2022,online,missions,one-time,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
126,York,Isacq,yisacq3h@google.nl,2227.42,6/17/2022,check,tithe,quarterly,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
127,Vassili,Pitrasso,vpitrasso3i@squarespace.com,6597.1,8/11/2022,check,offering,quarterly,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
128,Othilia,Vasler,ovasler3j@bloomberg.com,3443.57,8/6/2022,cash,tithe,monthly,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
129,Nata,Vescovini,nvescovini3k@spotify.com,9010.05,5/9/2022,online,offering,quarterly,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
130,Hedvig,Freak,hfreak3l@arstechnica.com,8483.86,3/15/2022,online,tithe,one-time,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
131,Aristotle,Deans,adeans3m@ning.com,306.49,8/23/2022,online,tithe,monthly,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
132,Paola,Achromov,pachromov3n@shareasale.com,2762.09,12/21/2022,cash,tithe,monthly,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
133,Wallas,Crane,wcrane3o@photobucket.com,6338.0,11/28/2022,cash,tithe,monthly,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
134,Monique,Brealey,mbrealey3p@pen.io,9261.58,10/22/2022,cash,offering,monthly,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
135,Melisa,Hedditch,mhedditch3q@fc2.com,5826.3,2/9/2022,cash,missions,monthly,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
136,Justinian,Tapley,jtapley3r@facebook.com,6885.08,7/30/2022,online,missions,quarterly,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
137,Laurence,Bannell,lbannell3s@newsvine.com,8394.03,7/8/2022,cash,missions,one-time,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
138,Hartwell,McGroarty,hmcgroarty3t@ask.com,2158.25,12/10/2022,check,tithe,one-time,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
